"","ridageyr","dmdeduc2","INDFMPIR","riagendr_1","race_1","race_2","race_3","race_4"
"2654",3.16227766016838,1.73205080756888,1.5556349186104,0,1,0,0,0
"2655",3.74165738677394,2,2.23606797749979,1,1,0,0,0
"2657",3.46410161513775,2,1.70293863659264,0,0,0,0,1
"2659",3,1.73205080756888,1.79443584449264,1,0,0,0,1
"2660",0,2,2.23606797749979,0,0,1,0,0
"2662",3.60555127546399,1,1.37477270848675,1,0,0,1,0
"2663",3.60555127546399,1.73205080756888,1.95192212959431,0,0,0,0,1
"2664",0,0,0.707106781186548,0,1,0,0,0
"2665",3,0,1.51327459504216,1,0,1,0,0
"2667",2,0,0.458257569495584,0,0,1,0,0
"2668",0,1.73205080756888,2.23606797749979,1,1,0,0,0
"2669",3.60555127546399,0,0.707106781186548,0,0,0,1,0
"2670",2.82842712474619,1.73205080756888,1.49331845230681,0,1,0,0,0
"2672",3.46410161513775,1.4142135623731,1.12694276695846,1,0,0,0,1
"2673",2.44948974278318,1.73205080756888,0.916515138991168,0,1,0,0,0
"2674",2.82842712474619,1.4142135623731,1.04880884817015,1,0,0,1,0
"2675",0,2,1.62788205960997,1,0,0,0,1
"2676",4.47213595499958,2,2.03224014329016,1,1,0,0,0
"2678",2.23606797749979,2,1.13578166916005,1,0,1,0,0
"2679",4,1.73205080756888,1.24096736459909,0,1,0,0,0
"2681",2.23606797749979,1.4142135623731,1.75783958312469,0,0,0,1,0
"2683",1.4142135623731,1.73205080756888,1.09087121146357,0,1,0,0,0
"2684",2.44948974278318,1.73205080756888,2.08566536146142,0,0,0,1,0
"2686",3.16227766016838,1.4142135623731,1.17898261225516,0,1,0,0,0
"2687",1.73205080756888,2,1.80554700852678,0,1,0,0,0
"2688",2.64575131106459,1.73205080756888,1.9672315572906,1,1,0,0,0
"2690",2.23606797749979,0,1.3490737563232,1,0,1,0,0
"2691",3.74165738677394,2,1.38202749610853,0,1,0,0,0
"2693",0,1.73205080756888,1.83030052177231,1,0,0,1,0
"2694",4.47213595499958,1,1.30384048104053,0,0,1,0,0
"2695",1.73205080756888,1.4142135623731,1.13578166916005,1,0,1,0,0
"2697",2.44948974278318,1.73205080756888,1.95192212959431,1,0,0,1,0
"2698",3.60555127546399,1.4142135623731,1.13578166916005,0,0,1,0,0
"2699",4,1,2.2,0,1,0,0,0
"2700",3.16227766016838,1,2.02731349327133,1,0,1,0,0
"2701",1.73205080756888,2,2.23606797749979,1,1,0,0,0
"2702",4.47213595499958,1,1.37477270848675,1,1,0,0,0
"2703",1,1,1.10905365064094,0,1,0,0,0
"2705",1.73205080756888,2,2.23606797749979,0,1,0,0,0
"2706",4.47213595499958,2,2.23606797749979,0,1,0,0,0
"2707",3.74165738677394,1,1.29614813968157,0,1,0,0,0
"2708",3.3166247903554,2,1.34164078649987,1,1,0,0,0
"2709",2,2,1.9672315572906,0,1,0,0,0
"2710",2.64575131106459,2,2.23606797749979,1,1,0,0,0
"2711",3.87298334620742,0,0.964365076099296,1,0,0,1,0
"2713",2.23606797749979,1.4142135623731,1.36014705087354,1,0,1,0,0
"2714",2,1.4142135623731,1.01980390271856,1,1,0,0,0
"2716",3,1.73205080756888,1.85202591774521,0,0,1,0,0
"2717",3.60555127546399,2,2.23606797749979,0,1,0,0,0
"2719",3.46410161513775,2,2.23606797749979,1,1,0,0,0
"2720",3.60555127546399,2,1.33041346956501,0,1,0,0,0
"2721",3.87298334620742,1.4142135623731,1.17046999107196,1,1,0,0,0
"2722",2.64575131106459,1.4142135623731,1.83030052177231,1,0,1,0,0
"2724",4.47213595499958,2,1.73205080756888,0,1,0,0,0
"2725",4.47213595499958,2,1.47648230602334,1,1,0,0,0
"2726",3.16227766016838,0,1.00498756211209,0,0,0,1,0
"2727",4.47213595499958,0,1.01488915650922,1,1,0,0,0
"2728",2.64575131106459,1.73205080756888,0.591607978309962,0,0,0,1,0
"2730",1,1.73205080756888,1.9672315572906,0,0,0,1,0
"2731",4.12310562561766,2,2.23606797749979,1,1,0,0,0
"2732",1.73205080756888,1.73205080756888,1.75783958312469,0,1,0,0,0
"2733",3.46410161513775,1.73205080756888,2.23606797749979,0,0,1,0,0
"2734",4.47213595499958,0,1.06770782520313,0,0,0,0,1
"2736",4.47213595499958,1.73205080756888,1.61554944214035,1,1,0,0,0
"2738",4.47213595499958,1.73205080756888,1.00995049383621,1,1,0,0,0
"2739",2.82842712474619,2,1.26885775404495,1,0,0,0,1
"2740",3.3166247903554,1.4142135623731,1.7832554500127,0,1,0,0,0
"2741",1.4142135623731,1,2.18403296678416,1,0,1,0,0
"2742",4.24264068711928,1.73205080756888,2.23606797749979,0,1,0,0,0
"2743",2.82842712474619,1.4142135623731,1.51657508881031,1,0,1,0,0
"2744",4.47213595499958,1.4142135623731,1.60312195418814,1,1,0,0,0
"2745",4.47213595499958,1.73205080756888,1.20830459735946,0,1,0,0,0
"2746",2.44948974278318,1,1.00498756211209,0,1,0,0,0
"2748",2,1.4142135623731,1.13578166916005,1,1,0,0,0
"2750",4,1.73205080756888,1.24096736459909,1,0,0,1,0
"2753",2,1.4142135623731,1.22882057274445,1,0,0,1,0
"2754",1,1.73205080756888,1.63707055437449,1,0,0,1,0
"2755",3,1.73205080756888,1.13578166916005,1,1,0,0,0
"2756",3,1.73205080756888,1.3076696830622,0,1,0,0,0
"2758",3.60555127546399,1.4142135623731,0.2,0,0,0,1,0
"2759",1,1.73205080756888,2.23606797749979,0,1,0,0,0
"2760",1,1.4142135623731,1.98746069143518,1,0,1,0,0
"2761",3.60555127546399,2,2.23606797749979,1,1,0,0,0
"2763",0,1.4142135623731,1.38202749610853,0,0,1,0,0
"2764",2.82842712474619,1.73205080756888,1.9723082923316,1,1,0,0,0
"2765",3.16227766016838,2,2.23606797749979,1,1,0,0,0
"2766",1.4142135623731,2,2.23606797749979,0,0,0,0,1
"2767",2,1.4142135623731,1.13578166916005,1,1,0,0,0
"2768",1.73205080756888,1.4142135623731,1.79443584449264,0,1,0,0,0
"2769",4.47213595499958,2,1.0770329614269,1,1,0,0,0
"2770",0,2,2.12367605815953,0,1,0,0,0
"2771",2.44948974278318,1.73205080756888,2.23606797749979,0,1,0,0,0
"2772",3.46410161513775,1.4142135623731,1.09544511501033,1,1,0,0,0
"2773",4,2,1.20830459735946,0,1,0,0,0
"2774",4.47213595499958,1,1.2369316876853,0,0,0,1,0
"2775",4.47213595499958,2,1.67032930884901,1,1,0,0,0
"2776",4.35889894354067,2,2.23606797749979,0,1,0,0,0
"2777",3.60555127546399,1.73205080756888,1.03923048454133,0,1,0,0,0
"2778",2.44948974278318,1,1.59373774505092,0,0,1,0,0
"2779",4.12310562561766,2,1.6062378404209,1,1,0,0,0
"2780",3.3166247903554,1.73205080756888,1.80554700852678,0,0,1,0,0
"2781",1.4142135623731,1.4142135623731,2.23606797749979,0,1,0,0,0
"2782",4.47213595499958,1.4142135623731,1.17473401244707,1,1,0,0,0
"2783",4.47213595499958,1.4142135623731,1.31909059582729,0,1,0,0,0
"2784",3.60555127546399,1.73205080756888,1.33041346956501,0,1,0,0,0
"2786",2.44948974278318,2,2.23606797749979,0,1,0,0,0
"2787",3.16227766016838,0,1.0295630140987,1,0,1,0,0
"2788",2.23606797749979,1,1.07238052947636,1,0,1,0,0
"2789",3.16227766016838,1.4142135623731,1.43178210632764,0,0,0,1,0
"2790",1.73205080756888,1.4142135623731,1.7832554500127,0,0,1,0,0
"2792",1.4142135623731,0,1.28452325786651,1,0,0,1,0
"2793",2.23606797749979,2,2.23606797749979,0,1,0,0,0
"2794",2.23606797749979,2,2.23606797749979,1,0,0,0,1
"2795",4.47213595499958,2,2.23606797749979,1,1,0,0,0
"2796",1.73205080756888,2,1.113552872566,1,1,0,0,0
"2797",2.82842712474619,1,1.59059737205869,1,0,1,0,0
"2801",1,1,1.50665191733194,1,0,0,1,0
"2802",1.73205080756888,1.73205080756888,2.23606797749979,0,1,0,0,0
"2803",4.47213595499958,1.73205080756888,2.23606797749979,0,1,0,0,0
"2804",2.44948974278318,1.4142135623731,1.26095202129185,1,1,0,0,0
"2805",4.47213595499958,1.73205080756888,1.96468827043885,0,1,0,0,0
"2806",1.4142135623731,1.4142135623731,2.06881608655772,1,1,0,0,0
"2807",4.47213595499958,2,2.08566536146142,1,1,0,0,0
"2809",1.73205080756888,1.73205080756888,2.23606797749979,1,1,0,0,0
"2810",3.60555127546399,1.4142135623731,0.854400374531753,1,0,0,1,0
"2811",3.46410161513775,1.4142135623731,0.848528137423857,1,1,0,0,0
"2812",1.73205080756888,1,1.12694276695846,1,0,0,1,0
"2814",2,1.4142135623731,2.1095023109729,0,1,0,0,0
"2815",4.24264068711928,1.4142135623731,1.49331845230681,0,1,0,0,0
"2816",2.44948974278318,0,1.00995049383621,1,0,0,1,0
"2817",2.23606797749979,1,1.81107702762748,0,0,0,0,1
"2818",3.74165738677394,1.4142135623731,1.20830459735946,0,0,1,0,0
"2819",3.3166247903554,1,0.959166304662544,1,1,0,0,0
"2820",3.16227766016838,1.73205080756888,2.23606797749979,1,1,0,0,0
"2821",4.47213595499958,1,1.06301458127346,1,0,1,0,0
"2822",4.47213595499958,1,0.932737905308881,1,1,0,0,0
"2823",4.47213595499958,1.4142135623731,1.17046999107196,0,1,0,0,0
"2824",2,1.73205080756888,1.55884572681199,0,1,0,0,0
"2825",3.3166247903554,0,0.916515138991168,1,0,1,0,0
"2826",3.60555127546399,2,1.47986485869487,1,0,0,1,0
"2827",4.24264068711928,0,0.806225774829855,1,0,0,1,0
"2828",3.46410161513775,2,2.23606797749979,1,1,0,0,0
"2829",1.73205080756888,0,0.877496438739212,1,0,0,1,0
"2832",4.47213595499958,1.4142135623731,1.4456832294801,1,1,0,0,0
"2833",2.44948974278318,1,0.447213595499958,0,0,0,1,0
"2834",3.60555127546399,1.4142135623731,1.95959179422654,1,0,0,0,1
"2835",2.44948974278318,1.73205080756888,1.47648230602334,0,1,0,0,0
"2836",3.3166247903554,1.73205080756888,1.38924439894498,1,1,0,0,0
"2837",3.74165738677394,1.4142135623731,2.12367605815953,1,0,1,0,0
"2840",1,1.73205080756888,0.316227766016838,0,1,0,0,0
"2841",1,1.4142135623731,2.23606797749979,0,1,0,0,0
"2842",3.74165738677394,1.73205080756888,0.921954445729289,0,1,0,0,0
"2843",4.12310562561766,1.73205080756888,2.23606797749979,1,1,0,0,0
"2844",2.44948974278318,1,0.574456264653803,0,0,1,0,0
"2845",2.23606797749979,1,1.73205080756888,1,0,1,0,0
"2846",3.16227766016838,1.4142135623731,0.854400374531753,1,1,0,0,0
"2847",2,1.73205080756888,1.98494332412792,1,1,0,0,0
"2848",4.47213595499958,1.4142135623731,1.06301458127346,1,1,0,0,0
"2849",0,1.73205080756888,1.7606816861659,0,1,0,0,0
"2850",1.73205080756888,2,2.23606797749979,0,1,0,0,0
"2851",3.60555127546399,1.4142135623731,1.47309198626562,1,1,0,0,0
"2854",1.4142135623731,1.73205080756888,1.14017542509914,1,0,1,0,0
"2855",2.44948974278318,1.4142135623731,2.23606797749979,1,0,1,0,0
"2856",3.16227766016838,2,2.23606797749979,0,1,0,0,0
"2857",2,2,2.23606797749979,1,0,0,0,1
"2859",1.73205080756888,1,1.16189500386223,1,1,0,0,0
"2861",2,2,2.23606797749979,1,0,0,0,1
"2862",4.47213595499958,1.4142135623731,2.08566536146142,1,1,0,0,0
"2863",2.82842712474619,1,1.06301458127346,1,0,0,1,0
"2864",4.47213595499958,1.4142135623731,1.46628782986152,1,1,0,0,0
"2866",4.47213595499958,1.4142135623731,1.06770782520313,1,0,0,0,1
"2867",4,1.4142135623731,1.17046999107196,0,0,1,0,0
"2868",3.16227766016838,2,2.23606797749979,1,1,0,0,0
"2871",2.44948974278318,1.73205080756888,0.98488578017961,1,1,0,0,0
"2873",4.47213595499958,1.4142135623731,1.95192212959431,1,1,0,0,0
"2874",2.82842712474619,0,0.734846922834953,1,0,0,1,0
"2875",2.82842712474619,1.4142135623731,2.23606797749979,0,1,0,0,0
"2876",3.46410161513775,0,1.31909059582729,1,1,0,0,0
"2877",3.16227766016838,0,1.00995049383621,1,1,0,0,0
"2879",4.47213595499958,1.4142135623731,1.00995049383621,0,1,0,0,0
"2880",2.64575131106459,1.4142135623731,1.50332963783729,1,1,0,0,0
"2881",2.23606797749979,2,1.38924439894498,0,0,1,0,0
"2882",2.44948974278318,2,2.23606797749979,0,1,0,0,0
"2883",2.82842712474619,2,2.23606797749979,1,1,0,0,0
"2884",3.46410161513775,1.4142135623731,2.04694894904587,1,0,0,0,1
"2885",1,1.4142135623731,1.00498756211209,0,0,1,0,0
"2886",0,1.4142135623731,1.02469507659596,1,0,1,0,0
"2887",4.47213595499958,1.4142135623731,1.09544511501033,0,1,0,0,0
"2888",4.35889894354067,2,1.14455231422596,0,1,0,0,0
"2889",0,1.4142135623731,0,1,0,0,1,0
"2891",2.44948974278318,0,1.04880884817015,1,0,0,1,0
"2893",1,1,1.16619037896906,1,0,1,0,0
"2894",3.46410161513775,2,2.23606797749979,1,1,0,0,0
"2895",3.3166247903554,1.73205080756888,1.29228479833201,0,0,0,1,0
"2896",2.44948974278318,0,1.00995049383621,1,0,0,1,0
"2898",4.47213595499958,2,2.23606797749979,0,0,1,0,0
"2899",1.4142135623731,1.73205080756888,1.10453610171873,1,0,1,0,0
"2900",4,2,2.23606797749979,1,0,0,0,1
"2901",0,1.4142135623731,0.574456264653803,0,0,1,0,0
"2902",2.44948974278318,1.4142135623731,1.6062378404209,0,0,1,0,0
"2903",4.35889894354067,1,0.9,0,0,1,0,0
"2904",4,1.73205080756888,1.89736659610103,1,0,1,0,0
"2905",3.3166247903554,2,1.7464249196573,0,0,0,0,1
"2907",4.24264068711928,1.73205080756888,1.75214154679352,0,0,1,0,0
"2908",4.47213595499958,1.73205080756888,1.05356537528527,0,1,0,0,0
"2909",4.47213595499958,2,1.31909059582729,1,1,0,0,0
"2911",3,1,1.68226038412607,1,1,0,0,0
"2912",2.23606797749979,1.4142135623731,1.3114877048604,0,0,1,0,0
"2913",3.3166247903554,1.73205080756888,1.6062378404209,0,0,0,0,1
"2914",2,1.73205080756888,0.98488578017961,1,1,0,0,0
"2916",2.64575131106459,1,1.3114877048604,1,0,0,1,0
"2917",3.60555127546399,1,0.98488578017961,1,1,0,0,0
"2918",4.47213595499958,1.73205080756888,2.23606797749979,0,1,0,0,0
"2919",2.82842712474619,1,0.787400787401181,0,0,0,1,0
"2922",2,1.73205080756888,0.938083151964686,0,1,0,0,0
"2923",2.23606797749979,1.73205080756888,1.10453610171873,1,1,0,0,0
"2925",1,0,0.854400374531753,0,0,1,0,0
"2926",3.60555127546399,2,2.23606797749979,1,1,0,0,0
"2928",0,0,1.33416640641263,1,0,0,1,0
"2930",4.35889894354067,0,1.79443584449264,0,0,0,0,1
"2931",4.47213595499958,1.4142135623731,2.01494416796099,1,0,0,1,0
"2932",4.47213595499958,1.73205080756888,1.85202591774521,1,1,0,0,0
"2933",2.44948974278318,1.73205080756888,1.0295630140987,1,0,0,0,1
"2934",4.47213595499958,1.4142135623731,1.96468827043885,0,1,0,0,0
"2936",4.47213595499958,2,2.23606797749979,1,1,0,0,0
"2937",2.23606797749979,0,0.92736184954957,0,0,0,1,0
"2938",3.3166247903554,2,1.9672315572906,0,1,0,0,0
"2939",1.73205080756888,1.4142135623731,0.360555127546399,0,0,1,0,0
"2940",2,1,0.714142842854285,0,0,0,1,0
"2941",4.47213595499958,2,1.2369316876853,1,0,0,1,0
"2943",2.44948974278318,1.73205080756888,1.83575597506858,1,1,0,0,0
"2944",4.47213595499958,1.4142135623731,1.73205080756888,0,1,0,0,0
"2945",1.73205080756888,1.73205080756888,0.989949493661167,1,1,0,0,0
"2946",1.73205080756888,0,0.781024967590665,1,0,0,1,0
"2948",2.23606797749979,1.73205080756888,1.24899959967968,0,1,0,0,0
"2949",2.82842712474619,0,1.25299640861417,0,0,1,0,0
"2950",1.73205080756888,1,1.64620776331543,1,1,0,0,0
"2952",1,2,2.23606797749979,1,1,0,0,0
"2954",3.3166247903554,1.4142135623731,1.13578166916005,1,0,0,1,0
"2955",4.47213595499958,1.4142135623731,1.1,1,1,0,0,0
"2956",3.87298334620742,1.73205080756888,1.54272486205415,0,0,0,1,0
"2957",4.47213595499958,2,1.61554944214035,0,1,0,0,0
"2958",4.47213595499958,1.73205080756888,1.31909059582729,0,1,0,0,0
"2959",2.44948974278318,2,2.23606797749979,1,0,0,1,0
"2960",1.73205080756888,1,1.26095202129185,0,1,0,0,0
"2962",2,1,2.23606797749979,0,1,0,0,0
"2964",1.4142135623731,1.73205080756888,1.75214154679352,1,0,0,1,0
"2967",2.82842712474619,1,0.761577310586391,1,0,0,1,0
"2968",2.23606797749979,1,0.91104335791443,0,0,0,1,0
"2969",4.35889894354067,1,1.51327459504216,1,0,1,0,0
"2971",1.73205080756888,2,2.23606797749979,0,1,0,0,0
"2973",3.16227766016838,2,1.26885775404495,0,0,0,0,1
"2974",2.82842712474619,1.4142135623731,1.16619037896906,0,0,0,0,1
"2975",2.44948974278318,1.4142135623731,0.842614977317636,0,0,0,0,1
"2976",3,1,1.12249721603218,1,0,1,0,0
"2977",4.47213595499958,2,1.73205080756888,0,1,0,0,0
"2978",1.73205080756888,1.4142135623731,2.0174241001832,1,0,1,0,0
"2979",3,1.73205080756888,0.830662386291807,1,0,1,0,0
"2981",3.3166247903554,0,1.17046999107196,0,0,1,0,0
"2982",2.82842712474619,1.4142135623731,1.13578166916005,1,0,0,1,0
"2983",0,1,1.00995049383621,1,0,0,1,0
"2985",1,2,1.89208879284245,1,0,1,0,0
"2986",2.82842712474619,1,1.66733320005331,1,0,1,0,0
"2987",2.23606797749979,0,0.806225774829855,0,1,0,0,0
"2988",1.73205080756888,2,2.18860686282393,0,1,0,0,0
"2989",4.12310562561766,1.4142135623731,1.9672315572906,1,0,1,0,0
"2992",0,1,2.23606797749979,1,0,0,0,1
"2993",2.82842712474619,1.73205080756888,1.6062378404209,1,1,0,0,0
"2994",3.46410161513775,2,2.23606797749979,1,1,0,0,0
"2995",1.4142135623731,1.4142135623731,1.71464281994822,1,0,1,0,0
"2996",4.47213595499958,2,2.23606797749979,1,1,0,0,0
"2998",4.47213595499958,1.73205080756888,1.29228479833201,1,1,0,0,0
"2999",4.47213595499958,1,1.70293863659264,0,1,0,0,0
"3000",4.47213595499958,2,2.23606797749979,1,1,0,0,0
"3001",4.47213595499958,2,1.97989898732233,0,1,0,0,0
"3002",4.35889894354067,1.73205080756888,1.85202591774521,0,0,0,1,0
"3003",2.64575131106459,0,1.47986485869487,0,0,0,1,0
"3004",3,2,2.23606797749979,1,0,0,1,0
"3005",3.46410161513775,1.4142135623731,1.06301458127346,0,1,0,0,0
"3006",4.47213595499958,2,2.23606797749979,1,1,0,0,0
"3008",2.82842712474619,1.4142135623731,1.03923048454133,1,0,1,0,0
"3009",4.47213595499958,1.73205080756888,1.88944436276912,0,1,0,0,0
"3010",2,1.4142135623731,1.4456832294801,1,1,0,0,0
"3011",1,1,1.42828568570857,1,1,0,0,0
"3014",4.47213595499958,1.4142135623731,1.75783958312469,1,1,0,0,0
